"Sample.ID","Lifestage","Gut.Region","Stage.Gut","Sex","Genus","Abundance"
"hind41","adult","hindgut","Adult hindgut","male","Weissella",0
"hind41","adult","hindgut","Adult hindgut","male","ZOR0006",0
"hind46","adult","hindgut","Adult hindgut","female","[Eubacterium] coprostanoligenes group",0
"hind46","adult","hindgut","Adult hindgut","female","[Eubacterium] nodatum group",0
"hind46","adult","hindgut","Adult hindgut","female","1959-1",0
"hind46","adult","hindgut","Adult hindgut","female","Acetobacter",0
"hind46","adult","hindgut","Adult hindgut","female","Acholeplasma",0
"hind46","adult","hindgut","Adult hindgut","female","Acidibacter",0
"hind46","adult","hindgut","Adult hindgut","female","Acidothermus",0
"hind46","adult","hindgut","Adult hindgut","female","Acinetobacter",0
"hind46","adult","hindgut","Adult hindgut","female","Actinoallomurus",0
"hind46","adult","hindgut","Adult hindgut","female","Actinomadura",0
"hind46","adult","hindgut","Adult hindgut","female","Actinomyces",0
"hind46","adult","hindgut","Adult hindgut","female","Actinomycetospora",0
"hind46","adult","hindgut","Adult hindgut","female","Actinophytocola",0
"hind46","adult","hindgut","Adult hindgut","female","Actinoplanes",0
"hind46","adult","hindgut","Adult hindgut","female","ADurb.Bin063-1",0
"hind46","adult","hindgut","Adult hindgut","female","Aeromicrobium",0
"hind46","adult","hindgut","Adult hindgut","female","Agromyces",0
"hind46","adult","hindgut","Adult hindgut","female","AKYG587",0
"hind46","adult","hindgut","Adult hindgut","female","Alistipes",563
"hind46","adult","hindgut","Adult hindgut","female","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",0
"hind46","adult","hindgut","Adult hindgut","female","Altererythrobacter",0
"hind46","adult","hindgut","Adult hindgut","female","Amaricoccus",0
"hind46","adult","hindgut","Adult hindgut","female","Aminobacterium",0
"hind46","adult","hindgut","Adult hindgut","female","Amnibacterium",0
"hind46","adult","hindgut","Adult hindgut","female","Amycolatopsis",0
"hind46","adult","hindgut","Adult hindgut","female","Anaerocolumna",0
"hind46","adult","hindgut","Adult hindgut","female","Anaerofustis",101
"hind46","adult","hindgut","Adult hindgut","female","Anaeromyxobacter",0
"hind46","adult","hindgut","Adult hindgut","female","Anaeroplasma",0
"hind46","adult","hindgut","Adult hindgut","female","Anaerospora",0
"hind46","adult","hindgut","Adult hindgut","female","Anaerosporobacter",0
"hind46","adult","hindgut","Adult hindgut","female","Anaerotruncus",0
"hind46","adult","hindgut","Adult hindgut","female","Anaerovorax",0
"hind46","adult","hindgut","Adult hindgut","female","Angustibacter",0
"hind46","adult","hindgut","Adult hindgut","female","Aquicella",0
"hind46","adult","hindgut","Adult hindgut","female","Aquisphaera",0
"hind46","adult","hindgut","Adult hindgut","female","Bacillus",0
"hind46","adult","hindgut","Adult hindgut","female","Bacteroides",1214
"hind46","adult","hindgut","Adult hindgut","female","Bauldia",0
"hind46","adult","hindgut","Adult hindgut","female","Blastococcus",0
"hind46","adult","hindgut","Adult hindgut","female","Blastopirellula",0
"hind46","adult","hindgut","Adult hindgut","female","Bordetella",0
"hind46","adult","hindgut","Adult hindgut","female","Bosea",0
"hind46","adult","hindgut","Adult hindgut","female","Brachybacterium",0
"hind46","adult","hindgut","Adult hindgut","female","Bradyrhizobium",0
"hind46","adult","hindgut","Adult hindgut","female","Burkholderia-Caballeronia-Paraburkholderia",0
"hind46","adult","hindgut","Adult hindgut","female","Butyricicoccus",58
"hind46","adult","hindgut","Adult hindgut","female","Caenimonas",0
"hind46","adult","hindgut","Adult hindgut","female","Candidatus Caldatribacterium",0
"hind46","adult","hindgut","Adult hindgut","female","Candidatus Endomicrobium",0
"hind46","adult","hindgut","Adult hindgut","female","Candidatus Koribacter",0
"hind46","adult","hindgut","Adult hindgut","female","Candidatus Methanofastidiosum",0
"hind46","adult","hindgut","Adult hindgut","female","Candidatus Nitrocosmicus",0
"hind46","adult","hindgut","Adult hindgut","female","Candidatus Soleaferrea",292
"hind46","adult","hindgut","Adult hindgut","female","Candidatus Solibacter",0
"hind46","adult","hindgut","Adult hindgut","female","Candidatus Udaeobacter",0
"hind46","adult","hindgut","Adult hindgut","female","Candidatus Xiphinematobacter",0
"hind46","adult","hindgut","Adult hindgut","female","Carnimonas",0
"hind46","adult","hindgut","Adult hindgut","female","Carnobacterium",0
"hind46","adult","hindgut","Adult hindgut","female","Cellulomonas",0
"hind46","adult","hindgut","Adult hindgut","female","Cellulosimicrobium",0
"hind46","adult","hindgut","Adult hindgut","female","Christensenellaceae R-7 group",0
"hind46","adult","hindgut","Adult hindgut","female","Chryseobacterium",0
"hind46","adult","hindgut","Adult hindgut","female","Chryseolinea",0
"hind46","adult","hindgut","Adult hindgut","female","Chthoniobacter",0
"hind46","adult","hindgut","Adult hindgut","female","Chthonomonas",0
"hind46","adult","hindgut","Adult hindgut","female","CL500-29 marine group",0
"hind46","adult","hindgut","Adult hindgut","female","Clade Ia",0
"hind46","adult","hindgut","Adult hindgut","female","Cohnella",0
"hind46","adult","hindgut","Adult hindgut","female","Conexibacter",0
"hind46","adult","hindgut","Adult hindgut","female","Coprothermobacter",0
"hind46","adult","hindgut","Adult hindgut","female","Coxiella",0
"hind46","adult","hindgut","Adult hindgut","female","Curtobacterium",0
"hind46","adult","hindgut","Adult hindgut","female","Dactylosporangium",0
"hind46","adult","hindgut","Adult hindgut","female","Defluviicoccus",0
"hind46","adult","hindgut","Adult hindgut","female","Delftia",0
"hind46","adult","hindgut","Adult hindgut","female","Demequina",0
"hind46","adult","hindgut","Adult hindgut","female","Dendrosporobacter",0
"hind46","adult","hindgut","Adult hindgut","female","Desulfatiferula",5
"hind46","adult","hindgut","Adult hindgut","female","Desulfosporosinus",0
"hind46","adult","hindgut","Adult hindgut","female","Desulfovibrio",3120
"hind46","adult","hindgut","Adult hindgut","female","Devosia",0
"hind46","adult","hindgut","Adult hindgut","female","Dinghuibacter",0
"hind46","adult","hindgut","Adult hindgut","female","Diplosphaera",0
"hind46","adult","hindgut","Adult hindgut","female","Dongia",0
"hind46","adult","hindgut","Adult hindgut","female","Dysgonomonas",6212
"hind46","adult","hindgut","Adult hindgut","female","Ellin6055",0
"hind46","adult","hindgut","Adult hindgut","female","Ensifer",0
"hind46","adult","hindgut","Adult hindgut","female","Enterococcus",440
"hind46","adult","hindgut","Adult hindgut","female","Erysipelatoclostridium",97
"hind46","adult","hindgut","Adult hindgut","female","Erysipelothrix",9
"hind46","adult","hindgut","Adult hindgut","female","Erysipelotrichaceae UCG-004",0
"hind46","adult","hindgut","Adult hindgut","female","Escherichia-Shigella",0
"hind46","adult","hindgut","Adult hindgut","female","Exilispira",0
"hind46","adult","hindgut","Adult hindgut","female","FCPS473",0
"hind46","adult","hindgut","Adult hindgut","female","FFCH7168",0
"hind46","adult","hindgut","Adult hindgut","female","Fimbriiglobus",0
"hind46","adult","hindgut","Adult hindgut","female","Flavisolibacter",0
"hind46","adult","hindgut","Adult hindgut","female","Flavobacterium",0
"hind46","adult","hindgut","Adult hindgut","female","Flexilinea",0
"hind46","adult","hindgut","Adult hindgut","female","Fodinicola",0
"hind46","adult","hindgut","Adult hindgut","female","Frankia",0
"hind46","adult","hindgut","Adult hindgut","female","Gaiella",0
"hind46","adult","hindgut","Adult hindgut","female","GCA-900066225",0
"hind46","adult","hindgut","Adult hindgut","female","Gemmata",0
"hind46","adult","hindgut","Adult hindgut","female","Gemmatimonas",0
"hind46","adult","hindgut","Adult hindgut","female","Geobacillus",0
"hind46","adult","hindgut","Adult hindgut","female","Geobacter",0
"hind46","adult","hindgut","Adult hindgut","female","Geodermatophilus",0
"hind46","adult","hindgut","Adult hindgut","female","Gilliamella",1439
"hind46","adult","hindgut","Adult hindgut","female","Gluconobacter",0
"hind46","adult","hindgut","Adult hindgut","female","Glutamicibacter",0
"hind46","adult","hindgut","Adult hindgut","female","Gordonia",0
"hind46","adult","hindgut","Adult hindgut","female","Haliangium",0
"hind46","adult","hindgut","Adult hindgut","female","Herminiimonas",0
"hind46","adult","hindgut","Adult hindgut","female","Hirschia",0
"hind46","adult","hindgut","Adult hindgut","female","Hydrogenispora",0
"hind46","adult","hindgut","Adult hindgut","female","Hydrogenoanaerobacterium",0
"hind46","adult","hindgut","Adult hindgut","female","Hyphomicrobium",0
"hind46","adult","hindgut","Adult hindgut","female","Iamia",0
"hind46","adult","hindgut","Adult hindgut","female","Ilumatobacter",0
"hind46","adult","hindgut","Adult hindgut","female","IMCC26207",0
"hind46","adult","hindgut","Adult hindgut","female","Intestinimonas",0
"hind46","adult","hindgut","Adult hindgut","female","Jatrophihabitans",0
"hind46","adult","hindgut","Adult hindgut","female","JGI 0001001-H03",0
"hind46","adult","hindgut","Adult hindgut","female","JGI-0000079-D21",0
"hind46","adult","hindgut","Adult hindgut","female","Kaistia",0
"hind46","adult","hindgut","Adult hindgut","female","Kineosporia",0
"hind46","adult","hindgut","Adult hindgut","female","Kribbella",0
"hind46","adult","hindgut","Adult hindgut","female","Ktedonobacter",0
"hind46","adult","hindgut","Adult hindgut","female","Labrys",0
"hind46","adult","hindgut","Adult hindgut","female","Laceyella",0
"hind46","adult","hindgut","Adult hindgut","female","Lachnoclostridium",3
"hind46","adult","hindgut","Adult hindgut","female","Lachnoclostridium 10",0
"hind46","adult","hindgut","Adult hindgut","female","Lachnoclostridium 5",0
"hind46","adult","hindgut","Adult hindgut","female","Lachnospiraceae UCG-010",0
"hind46","adult","hindgut","Adult hindgut","female","Lactobacillus",0
"hind46","adult","hindgut","Adult hindgut","female","Lactococcus",32
"hind46","adult","hindgut","Adult hindgut","female","LD29",0
"hind46","adult","hindgut","Adult hindgut","female","Lechevalieria",0
"hind46","adult","hindgut","Adult hindgut","female","Leucobacter",0
"hind46","adult","hindgut","Adult hindgut","female","Leuconostoc",6
"hind46","adult","hindgut","Adult hindgut","female","Longilinea",0
"hind46","adult","hindgut","Adult hindgut","female","Luedemannella",0
"hind46","adult","hindgut","Adult hindgut","female","Luteitalea",0
"hind46","adult","hindgut","Adult hindgut","female","Luteolibacter",0
"hind46","adult","hindgut","Adult hindgut","female","Lysinibacillus",0
"hind46","adult","hindgut","Adult hindgut","female","Lysobacter",0
"hind46","adult","hindgut","Adult hindgut","female","Marmoricola",0
"hind46","adult","hindgut","Adult hindgut","female","Massilia",2
"hind46","adult","hindgut","Adult hindgut","female","Mesorhizobium",0
"hind46","adult","hindgut","Adult hindgut","female","metagenome",0
"hind46","adult","hindgut","Adult hindgut","female","Methanobacterium",0
"hind46","adult","hindgut","Adult hindgut","female","Methanobrevibacter",0
"hind46","adult","hindgut","Adult hindgut","female","Methanolinea",0
"hind46","adult","hindgut","Adult hindgut","female","Methanosaeta",0
"hind46","adult","hindgut","Adult hindgut","female","Methylobacterium",0
"hind46","adult","hindgut","Adult hindgut","female","Microbacterium",0
"hind46","adult","hindgut","Adult hindgut","female","Microbispora",0
"hind46","adult","hindgut","Adult hindgut","female","Microvirga",4
"hind46","adult","hindgut","Adult hindgut","female","mle1-7",0
"hind46","adult","hindgut","Adult hindgut","female","MND1",0
"hind46","adult","hindgut","Adult hindgut","female","Morganella",0
"hind46","adult","hindgut","Adult hindgut","female","Mucispirillum",53
"hind46","adult","hindgut","Adult hindgut","female","Mycobacterium",0
"hind46","adult","hindgut","Adult hindgut","female","Nakamurella",0
"hind46","adult","hindgut","Adult hindgut","female","Niastella",0
"hind46","adult","hindgut","Adult hindgut","female","Nitrolancea",0
"hind46","adult","hindgut","Adult hindgut","female","Nitrosomonas",7
"hind46","adult","hindgut","Adult hindgut","female","Nocardioides",0
"hind46","adult","hindgut","Adult hindgut","female","Nonomuraea",0
"hind46","adult","hindgut","Adult hindgut","female","Nordella",0
"hind46","adult","hindgut","Adult hindgut","female","Novibacillus",0
"hind46","adult","hindgut","Adult hindgut","female","Noviherbaspirillum",0
"hind46","adult","hindgut","Adult hindgut","female","Novosphingobium",0
"hind46","adult","hindgut","Adult hindgut","female","Ochrobactrum",0
"hind46","adult","hindgut","Adult hindgut","female","Oligoflexus",0
"hind46","adult","hindgut","Adult hindgut","female","Oxalobacter",0
"hind46","adult","hindgut","Adult hindgut","female","Paenarthrobacter",0
"hind46","adult","hindgut","Adult hindgut","female","Paenibacillus",0
"hind46","adult","hindgut","Adult hindgut","female","Pajaroellobacter",0
"hind46","adult","hindgut","Adult hindgut","female","Paludisphaera",0
"hind46","adult","hindgut","Adult hindgut","female","Pantoea",1
"hind46","adult","hindgut","Adult hindgut","female","Papillibacter",0
"hind46","adult","hindgut","Adult hindgut","female","Paraclostridium",0
"hind46","adult","hindgut","Adult hindgut","female","Paracoccus",0
"hind46","adult","hindgut","Adult hindgut","female","Pedomicrobium",0
"hind46","adult","hindgut","Adult hindgut","female","Pelolinea",0
"hind46","adult","hindgut","Adult hindgut","female","Pelospora",0
"hind46","adult","hindgut","Adult hindgut","female","Pelotomaculum",0
"hind46","adult","hindgut","Adult hindgut","female","Phaselicystis",0
"hind46","adult","hindgut","Adult hindgut","female","Phenylobacterium",0
"hind46","adult","hindgut","Adult hindgut","female","Phyllobacterium",0
"hind46","adult","hindgut","Adult hindgut","female","Pir4 lineage",0
"hind46","adult","hindgut","Adult hindgut","female","Pirellula",0
"hind46","adult","hindgut","Adult hindgut","female","Planctomicrobium",0
"hind46","adult","hindgut","Adult hindgut","female","Planifilum",0
"hind46","adult","hindgut","Adult hindgut","female","Promicromonospora",0
"hind46","adult","hindgut","Adult hindgut","female","Propionivibrio",0
"hind46","adult","hindgut","Adult hindgut","female","Proteiniphilum",0
"hind46","adult","hindgut","Adult hindgut","female","Providencia",0
"hind46","adult","hindgut","Adult hindgut","female","Pseudarthrobacter",0
"hind46","adult","hindgut","Adult hindgut","female","Pseudoclavibacter",0
"hind46","adult","hindgut","Adult hindgut","female","Pseudolabrys",0
"hind46","adult","hindgut","Adult hindgut","female","Pseudomonas",1327
"hind46","adult","hindgut","Adult hindgut","female","Pseudonocardia",0
"hind46","adult","hindgut","Adult hindgut","female","Pseudoxanthomonas",0
"hind46","adult","hindgut","Adult hindgut","female","Pythium insidiosum",0
"hind46","adult","hindgut","Adult hindgut","female","Quadrisphaera",0
"hind46","adult","hindgut","Adult hindgut","female","Ramlibacter",0
"hind46","adult","hindgut","Adult hindgut","female","Raoultibacter",115
"hind46","adult","hindgut","Adult hindgut","female","RB41",0
"hind46","adult","hindgut","Adult hindgut","female","Reyranella",0
"hind46","adult","hindgut","Adult hindgut","female","Rhizobacter",0
"hind46","adult","hindgut","Adult hindgut","female","Rhodococcus",0
"hind46","adult","hindgut","Adult hindgut","female","Rhodomicrobium",0
"hind46","adult","hindgut","Adult hindgut","female","Rhodopirellula",0
"hind46","adult","hindgut","Adult hindgut","female","Rhodoplanes",0
"hind46","adult","hindgut","Adult hindgut","female","Rhodopseudomonas",0
"hind46","adult","hindgut","Adult hindgut","female","Rikenella",0
"hind46","adult","hindgut","Adult hindgut","female","Robinsoniella",151
"hind46","adult","hindgut","Adult hindgut","female","Romboutsia",0
"hind46","adult","hindgut","Adult hindgut","female","Roseiarcus",0
"hind46","adult","hindgut","Adult hindgut","female","Roseiflexus",0
"hind46","adult","hindgut","Adult hindgut","female","Roseimicrobium",0
"hind46","adult","hindgut","Adult hindgut","female","Rubrobacter",0
"hind46","adult","hindgut","Adult hindgut","female","Ruminiclostridium 1",0
"hind46","adult","hindgut","Adult hindgut","female","Ruminiclostridium 5",786
"hind46","adult","hindgut","Adult hindgut","female","Ruminiclostridium 6",0
"hind46","adult","hindgut","Adult hindgut","female","Ruminiclostridium 9",0
"hind46","adult","hindgut","Adult hindgut","female","Ruminococcaceae NK4A214 group",1229
